"t.depth","t.mm"
266.131,2.9731
266.141,1.6217
266.151,1.0811
266.162,3.2434
266.161,1.0811
266.191,1.6217
266.231,1.3514
266.251,1.0811
266.27,0.81085
266.27,0.54057
266.281,1.6217
266.28,0.81085
266.341,2.4254
266.37,0.26949
266.381,1.078
266.401,1.617
266.431,2.156
266.461,1.8865
266.502,4.5814
266.51,0.80848
266.53,0.26949
266.54,0.53899
266.56,0.53899
266.642,3.5034
266.811,1.3475
266.821,1.078
266.83,0.80848
266.85,0.80848
266.851,1.078
266.861,1.078
266.881,1.078
266.88,0.80848
266.881,1.078
266.89,0.80848
266.9,0.80848
266.921,1.3475
266.94,0.80848
266.95,0.53899
266.981,1.617
267.03,0.80848
267.04,0.80848
267.04,0.53899
267.08,0.53899
267.09,0.26949
267.09,0.26949
267.12,0.53899
267.14,0.53899
267.16,0.53899
267.192,3.2339
267.201,1.617
267.211,1.3475
267.23,0.53899
267.24,0.53899
267.24,0.80848
267.241,1.3475
267.24,0.26949
267.251,1.078
267.25,0.80848
267.281,1.3475
267.3,0.53899
267.311,1.617
267.321,1.3475
267.32,0.53899
267.33,0.26949
267.34,0.80848
267.371,1.617
267.381,1.8865
267.4,0.53899
267.41,0.26949
267.42,0.80848
267.43,0.80848
267.44,0.53899
267.45,0.53899
267.461,1.3475
267.461,1.078
267.471,2.4254
267.481,2.4254
267.49,0.26949
267.5,0.80848
267.5,0.80848
267.511,1.617
267.521,1.3475
267.531,1.3475
267.541,2.156
267.56,0.75458
267.56,0.75458
267.57,0.37729
267.57,0.75458
267.581,1.5092
267.601,1.8865
267.63,0.75458
267.681,1.5092
267.7,0.75458
267.701,1.1319
267.74,0.75458
267.74,0.75458
267.75,0.75458
267.781,2.2637
267.831,1.6166
267.841,1.6166
267.871,1.3472
267.891,1.3472
267.9,0.53887
267.91,0.53887
267.95,0.8083
267.971,1.3472
267.98,0.53887
267.981,1.3472
268.001,1.3472
268.01,0.8083
268.021,1.0777
268.04,0.8083
268.07,0.53887
268.081,1.886
268.091,2.1555
268.111,1.0777
268.171,1.0777
268.201,1.0777
268.21,0.53887
268.22,0.53887
268.23,0.8083
268.251,1.0777
268.33,0.8083
268.37,0.8083
268.37,0.8083
268.401,1.3472
268.421,1.886
268.431,1.0777
268.441,1.0777
268.501,1.0777
268.52,0.8083
268.571,2.6943
268.581,1.886
268.59,0.8083
268.59,0.53887
268.6,0
268.631,2.6943
268.65,0.8083
268.671,1.0777
268.69,0.8083
268.711,2.6943
268.721,2.4249
268.741,1.6166
268.77,0.53887
268.771,1.0777
268.78,0.8083
268.78,0.53887
268.791,2.1555
268.851,1.0777
268.881,1.0777
268.901,1.0777
268.921,1.3472
268.941,1.0777
268.961,1.6166
269,0.8083
269.041,1.0777
269.04,0.53887
269.04,0.8083
269.071,1.5088
269.081,1.5088
269.081,1.5088
269.091,1.1316
269.121,2.2632
269.121,1.1316
269.191,2.2632
269.201,1.1316
269.211,1.1316
269.221,1.5088
269.231,1.1316
269.232,3.0177
269.25,0.75441
269.281,1.5088
269.511,2.8089
269.531,1.0214
269.581,1.5321
269.741,1.0214
271.721,1.4686
271.861,1.9581
272.051,1.4686
272.101,1.7134
272.112,3.9162
272.13,0.73429
272.211,1.9581
272.281,1.4686
272.291,1.2238
272.292,3.9162
272.311,2.4476
272.461,2.2029
272.511,2.2029
272.52,0.97906
272.542,3.4267
272.552,3.084
272.561,1.3707
272.57,0.34267
272.581,1.3707
